Estudo em anos;Renda em 2012;UF;Genero;Idade em 2012
1;207,14;SE;M;53
1;155,355;PA;M;56
11;1657,12;RJ;M;30
16;963,201;TO;F;36
16;4142,8;CE;M;35
7;816,1316;GO;M;25
7;124,284;PA;M;53
6;816,1316;AP;F;35
16;3107,1;MG;M;55
15;2382,11;DF;M;38
16;9321,3;SP;M;52
14;1760,69;AC;M;41
9;1346,41;SP;M;54
4;2589,25;SP;M;54
5;1553,55;MS;M;46
5;816,1316;MS;F;38
6;724,99;PA;M;47
16;2071,4;PE;F;50
16;8285,6;RS;M;49
16;1139,27;RJ;F;65
5;1242,84;RJ;M;31
4;816,1316;MA;F;52
10;983,915;MG;F;39
9;756,061;SP;F;44
12;1724,4405;SP;M;37
12;4142,8;PR;M;31
12;7249,9;SP;M;38
12;3003,53;PA;F;54
16;8285,6;RS;M;41
12;1864,26;RJ;M;61
12;517,85;PE;M;43
12;2071,4;PR;M;37
5;1035,7;RS;M;57
16;1139,27;DF;F;49
12;1048,1284;SP;F;51
9;517,85;MG;M;36
12;1242,84;RR;M;30
7;621,42;MA;M;31
8;1070,9138;MG;M;19
12;838,917;PA;F;26
8;816,1316;GO;M;42
16;2071,4;PE;M;29
11;1035,7;SP;F;35
12;2071,4;PE;M;45
13;8285,6;SP;M;61
12;2071,4;BA;M;52
11;983,915;RJ;M;22
10;1512,122;SC;M;26
12;621,42;MA;M;33
3;1553,55;PR;M;55
12;1449,98;RS;M;44
12;828,56;PE;M;37
12;5178,5;MG;M;42
6;816,1316;CE;F;58
12;1139,27;RJ;M;52
12;932,13;RS;M;22
7;1042,9499;RS;F;29
6;569,635;BA;M;47
12;2899,96;SP;F;40
12;816,1316;MA;F;56
9;1657,12;MG;M;45
6;1149,627;SC;F;35
4;963,201;AC;M;53
15;2589,25;RR;F;32
12;2589,25;RS;M;55
12;517,85;PA;F;47
6;1035,7;RO;M;34
10;1346,41;PA;M;33
7;816,1316;CE;F;48
12;2071,4;PR;M;35
6;1035,7;RO;M;42
12;11224,9166;PR;M;54
8;1346,41;RS;M;27
4;828,56;MT;M;62
16;3624,95;BA;F;51
1;1242,84;CE;M;69
16;4142,8;PR;F;26
9;8285,6;MG;M;54
16;2071,4;SP;M;47
12;2589,25;BA;M;28
16;724,99;PI;F;24
9;258,925;SP;F;50
16;3107,1;CE;M;26
1;1553,55;PR;M;42
5;1035,7;RJ;F;41
8;816,1316;CE;F;40
9;724,99;PE;F;44
12;4142,8;GO;M;47
16;816,1316;SC;M;29
9;621,42;PA;M;55
7;51,785;CE;F;44
11;1242,84;RS;M;42
9;724,99;RJ;M;27
7;932,13;SP;M;28
3;517,85;SE;M;52
12;517,85;RJ;F;37
12;816,1316;BA;F;46
12;2382,11;MG;M;21
9;1553,55;MG;F;63
1;816,1316;MT;M;64
11;124,284;BA;F;46
16;1242,84;SP;M;34
16;5178,5;PR;F;30
12;828,56;SP;F;30
16;6214,2;PR;M;53
12;2071,4;SP;M;53
12;1864,26;MG;M;41
16;932,13;RJ;M;43
6;2071,4;MS;M;24
12;2071,4;RS;M;47
5;1657,12;SP;M;59
15;5178,5;DF;F;39
6;816,1316;RS;F;56
14;816,1316;RN;F;21
16;817,1673;PA;F;47
13;828,56;PE;F;41
16;7249,9;RJ;F;40
16;15535,5;MS;M;43
6;724,99;PA;F;47
12;9321,3;SP;M;38
9;1242,84;SP;M;44
12;1449,98;MG;M;32
16;445,351;MG;M;41
16;31071;MG;M;50
12;1449,98;SC;M;24
3;414,28;BA;M;42
12;880,345;MG;M;33
12;2174,97;RS;M;39
1;724,99;TO;M;59
6;940,4156;ES;M;45
2;176,069;SE;M;32
10;816,1316;PA;M;40
9;816,1316;MG;M;61
5;3624,95;MT;M;31
16;1553,55;RS;M;60
12;1346,41;PA;M;37
16;4660,65;RR;F;48
12;2071,4;MG;M;40
7;2071,4;SP;M;64
9;3624,95;AP;M;50
12;258,925;MT;F;38
12;1242,84;AL;M;54
12;816,1316;RJ;M;53
12;6007,06;PR;M;53
9;6214,2;MG;M;39
12;1346,41;RS;F;51
12;1553,55;PE;M;48
9;3624,95;DF;M;45
12;7249,9;CE;M;55
12;4401,725;AP;M;49
14;1346,41;SP;F;34
12;6214,2;SC;M;42
12;3624,95;GO;M;41
6;724,99;CE;M;46
16;2589,25;SP;M;51
5;932,13;ES;M;65
1;828,56;RO;M;44
16;103,57;BA;F;43
3;621,42;PE;M;73
16;7249,9;PR;M;41
9;1242,84;ES;M;42
12;310,71;BA;M;33
11;816,1316;GO;M;29
6;414,28;PA;F;57
16;4142,8;PR;M;44
1;82,856;PI;M;45
4;1035,7;RJ;F;21
10;1553,55;SP;M;55
12;1035,7;PE;M;28
14;5178,5;SP;M;63
16;2589,25;PR;M;49
9;932,13;PA;M;42
4;1035,7;RS;M;46
12;1014,986;SC;M;27
1;816,1316;GO;M;51
1;1035,7;BA;M;89
5;517,85;AP;M;28
11;1398,195;RJ;M;35
12;1139,27;SP;F;46
12;901,059;RJ;F;52
13;1346,41;SP;M;30
3;1864,26;MS;M;51
5;579,992;SP;F;58
12;3107,1;SP;M;36
16;6732,05;RS;F;34
3;1553,55;BA;M;49
9;517,85;PE;F;61
9;2071,4;MG;F;42
15;7353,47;SP;F;47
9;165,712;CE;M;27
12;1346,41;PE;M;35
8;2071,4;TO;M;36
15;2071,4;BA;M;34
9;816,1316;PA;M;47
12;932,13;PA;F;58
12;1632,2632;PE;M;32
12;2485,68;BA;M;33
9;1553,55;RS;M;41
5;2071,4;PA;F;44
9;724,99;RJ;F;53
16;5696,35;RS;M;34
7;1035,7;PA;M;30
5;414,28;AL;M;42
12;5178,5;SP;M;34
6;724,99;PA;F;51
12;2071,4;MG;M;36
12;2071,4;MG;M;35
6;362,495;PA;F;64
6;816,1316;RS;F;41
9;1632,2632;MG;M;37
12;3107,1;SP;M;37
6;2382,11;RJ;M;61
16;2589,25;SP;M;51
16;4764,22;DF;F;46
7;3107,1;PR;M;82
6;816,1316;MA;M;36
16;3107,1;SP;F;33
6;1553,55;RS;M;54
16;7249,9;SP;M;33
16;3624,95;RS;M;39
3;828,56;GO;M;38
9;1967,83;RJ;M;55
12;16206,6336;PA;M;62
12;1553,55;DF;F;53
5;816,1316;RJ;M;52
5;1553,55;PA;F;50
9;1967,83;RS;M;35
9;2382,11;PR;M;45
14;1242,84;CE;F;46
16;2382,11;ES;M;36
11;414,28;SE;M;37
16;12428,4;PR;M;56
12;816,1316;AP;M;34
12;932,13;CE;F;29
1;1035,7;SC;M;61
12;1082,3065;GO;M;23
3;310,71;MG;M;29
16;466,065;PA;F;43
12;5178,5;SP;M;35
12;2071,4;GO;M;51
8;828,56;RJ;F;31
3;103,57;AP;M;41
9;258,925;PE;M;28
12;2226,755;SE;M;46
5;3107,1;BA;M;53
12;1035,7;AP;M;28
12;3107,1;SP;M;37
9;1035,7;SP;F;26
14;932,13;RR;M;22
10;2796,39;MG;M;44
6;1449,98;SC;F;45
9;2589,25;MS;F;30
13;3003,53;CE;M;43
1;414,28;BA;F;63
4;569,635;GO;M;61
16;4660,65;MG;M;34
8;1553,55;GO;M;43
13;3107,1;RS;M;31
12;1346,41;RS;F;46
4;1553,55;MG;M;54
6;310,71;BA;M;34
14;3107,1;SP;M;61
9;414,28;AP;M;52
7;942,487;MG;M;49
5;880,345;PR;F;35
1;1657,12;PA;M;64
12;1242,84;SP;F;48
9;10357;TO;M;70
8;207,14;MA;M;28
12;1346,41;SP;M;22
12;3107,1;PA;M;36
16;2899,96;MG;M;30
16;9321,3;DF;F;41
12;2485,68;PR;M;41
4;816,1316;SP;M;59
9;1056,414;MG;M;75
12;2071,4;DF;M;31
12;2589,25;RO;M;33
12;1698,548;SC;M;31
10;1553,55;PA;M;31
9;932,13;GO;M;52
12;816,1316;AL;M;30
12;816,1316;PE;F;43
9;2071,4;CE;F;36
6;2071,4;RJ;M;55
5;466,065;MG;M;61
8;776,775;MG;M;29
5;2071,4;PA;M;40
9;517,85;SC;F;57
12;2589,25;GO;M;44
1;724,99;AC;M;60
12;1553,55;RJ;F;43
6;1553,55;ES;M;42
12;1864,26;BA;M;40
12;816,1316;SC;F;48
6;816,1316;RS;M;36
8;2692,82;RO;M;48
16;3107,1;PR;M;30
12;3107,1;RS;M;31
9;2589,25;AP;M;33
10;1553,55;RS;M;49
12;1449,98;MS;F;34
16;1662,2985;MG;F;36
6;1242,84;RS;M;52
4;207,14;PI;F;33
12;3107,1;SP;M;28
16;4142,8;SC;M;39
7;2071,4;RO;M;36
12;155,355;RN;F;20
12;2589,25;TO;M;30
16;6214,2;PR;M;43
5;1553,55;PE;M;23
2;816,1316;ES;M;56
6;10357;MG;M;57
9;816,1316;PE;M;29
16;6315,6986;DF;F;28
9;2589,25;MT;M;27
7;1051,2355;SE;M;19
5;1449,98;PI;M;39
7;1242,84;RS;M;31
3;816,1316;PE;M;33
3;932,13;RJ;F;49
9;724,99;RO;M;45
3;816,1316;RO;M;24
12;4142,8;PE;M;37
11;621,42;RO;M;43
6;816,1316;RO;F;49
12;5178,5;BA;F;56
5;3107,1;MG;M;71
12;932,13;RS;M;25
6;1346,41;PA;M;52
9;621,42;MG;F;27
13;2071,4;RJ;F;37
1;103,57;SE;F;56
16;2589,25;SC;M;45
12;11392,7;RJ;F;55
10;816,1316;MG;M;34
16;23821,1;DF;F;50
1;816,1316;GO;F;56
12;1864,26;RS;F;53
7;1657,12;SP;M;46
8;2448,3948;BA;M;48
6;207,14;PE;F;41
5;1553,55;ES;M;56
1;944,5584;MG;F;50
7;207,14;MG;F;50
9;1242,84;RJ;F;38
1;362,495;TO;F;63
12;1657,12;MT;M;26
12;2589,25;SP;M;51
13;1532,836;RJ;F;30
16;880,345;RJ;M;23
16;5178,5;CE;F;44
12;3107,1;MT;M;43
6;816,1316;AP;M;33
13;1242,84;RO;F;39
12;1553,55;RJ;M;38
16;5696,35;RO;M;40
12;621,42;BA;M;30
12;1139,27;GO;F;35
1;1553,55;RJ;M;48
12;2071,4;SP;F;46
12;994,272;BA;F;33
16;8285,6;SP;M;46
9;911,416;SP;F;46
7;816,1316;GO;F;56
5;1449,98;GO;M;52
5;517,85;PA;F;37
13;2589,25;MG;M;25
1;310,71;BA;F;61
12;1864,26;MG;M;43
4;466,065;MA;F;48
9;994,272;RS;F;52
5;828,56;PA;M;56
12;1553,55;MG;M;53
16;2071,4;SC;F;38
6;932,13;RJ;F;44
16;517,85;RS;F;58
1;310,71;MG;F;60
4;932,13;PA;M;52
2;517,85;CE;M;50
12;1346,41;RJ;F;30
5;1147,5556;MG;M;47
16;4246,37;GO;M;41
11;2485,68;PR;M;33
13;3107,1;CE;M;42
12;1035,7;BA;M;55
12;1449,98;MG;M;32
13;4142,8;RS;M;45
7;2071,4;BA;M;39
5;869,988;MG;M;38
1;1242,84;AL;M;47
6;816,1316;PA;F;50
14;4142,8;AC;F;33
12;10357;PE;M;48
10;1553,55;RS;M;30
9;1553,55;RO;M;37
12;816,1316;CE;F;44
6;1864,26;RJ;M;42
3;155,355;BA;M;61
9;310,71;RJ;F;45
16;5178,5;MG;M;30
16;2589,25;RS;F;55
9;1139,27;SP;F;34
16;7767,75;GO;M;41
16;2071,4;RS;F;23
13;2382,11;BA;M;46
16;5178,5;RS;M;44
9;2278,54;RJ;F;33
12;2071,4;PB;M;39
1;724,99;AC;M;38
16;3107,1;SP;M;48
9;1336,053;BA;M;57
16;31071;RJ;M;51
14;1760,69;MA;F;39
12;818,203;BA;F;38
5;816,1316;AP;F;52
12;1657,12;SP;M;36
12;953,8797;PE;F;52
16;4660,65;RJ;M;56
8;1864,26;AP;M;52
4;155,355;BA;F;56
7;1014,986;MT;M;21
13;816,1316;RJ;F;40
7;517,85;BA;M;63
6;816,1316;PE;F;54
7;1242,84;SP;M;35
12;859,631;RN;F;53
5;1035,7;GO;F;40
12;1553,55;SP;M;28
4;724,99;AC;M;56
9;828,56;BA;M;41
7;816,1316;TO;M;53
4;828,56;CE;M;47
5;828,56;SC;M;60
16;921,773;BA;F;53
5;724,99;RJ;F;55
16;2071,4;PA;M;39
16;1346,41;GO;F;34
5;828,56;RJ;F;49
9;932,13;PA;F;31
8;517,85;PA;M;35
4;409,1015;PB;M;70
16;2071,4;AL;F;55
9;207,14;AP;M;27
14;4764,22;MG;M;26
16;4039,23;MA;M;44
12;1035,7;BA;M;25
9;2589,25;RJ;M;37
12;1242,84;RO;M;27
1;816,1316;AC;M;45
16;1449,98;CE;M;27
12;466,065;BA;M;30
12;1139,27;SC;F;41
10;1449,98;MA;M;26
7;517,85;AP;F;34
5;1035,7;MG;F;53
9;816,1316;CE;F;38
3;828,56;BA;M;39
12;1553,55;RJ;F;29
16;1657,12;SP;M;67
4;816,1316;RS;M;62
8;2071,4;RS;M;34
12;816,1316;BA;F;29
9;816,1316;SP;F;44
4;1553,55;PA;M;39
8;1242,84;MG;M;58
5;103,57;BA;F;44
6;155,355;PA;M;37
12;1242,84;AP;M;44
1;362,495;MG;M;56
10;1242,84;AP;M;53
15;4142,8;RS;M;50
11;2071,4;RO;M;24
7;207,14;CE;F;22
3;2589,25;PR;M;52
9;3107,1;SP;M;58
9;2071,4;RJ;F;54
12;2589,25;TO;M;23
8;1242,84;AC;M;52
9;1035,7;GO;F;64
14;1035,7;RJ;M;36
16;2382,11;GO;M;47
6;816,1316;MT;F;30
12;1242,84;SP;M;43
12;1657,12;RJ;M;57
6;828,56;PA;M;48
3;1553,55;SP;M;45
6;1035,7;DF;F;72
16;816,1316;PA;F;30
12;6732,05;RS;M;48
15;4453,51;AL;M;43
1;1553,55;CE;M;47
4;816,1316;AP;F;31
16;6732,05;RJ;F;48
12;816,1316;PA;M;37
12;828,56;AL;M;34
7;724,99;PE;M;58
1;1553,55;SC;M;55
5;1035,7;RS;M;34
11;310,71;SP;F;49
12;816,1316;MG;M;60
6;880,345;GO;M;64
16;3161,9921;PB;F;64
5;1035,7;AP;M;68
9;2071,4;RS;M;53
12;2382,11;SP;M;29
12;880,345;RN;F;51
7;1224,1974;MG;F;50
12;1242,84;MT;M;23
9;828,56;PR;M;55
16;7974,89;DF;F;57
16;5178,5;CE;M;45
5;828,56;PB;M;49
12;2692,82;SE;M;50
5;1139,27;MG;M;49
16;3883,875;MG;F;54
16;3314,24;MG;M;36
10;1242,84;GO;M;48
1;155,355;MG;M;45
1;1242,84;MG;M;40
5;8285,6;MT;M;54
16;2071,4;RO;M;23
10;1242,84;RJ;M;29
8;890,702;SP;F;33
16;10357;SP;M;41
12;1449,98;BA;M;52
2;258,925;PE;M;36
11;816,1316;SP;M;48
12;1242,84;PE;F;47
16;2589,25;MG;M;37
1;310,71;AP;F;52
12;932,13;ES;M;20
12;1139,27;PR;F;44
16;816,1316;MA;F;27
12;3107,1;RJ;M;42
10;207,14;BA;F;26
7;1864,26;BA;M;56
9;1242,84;MG;M;45
6;621,42;PE;F;55
12;8285,6;AP;M;38
3;414,28;RJ;M;56
12;816,1316;MA;M;32
1;207,14;AL;F;32
14;1139,27;DF;M;20
12;1035,7;MG;F;19
12;2796,39;AP;M;27
12;1242,84;RR;M;29
12;1553,55;MG;M;43
4;621,42;PE;F;50
3;816,1316;MT;F;66
8;2071,4;MG;M;26
9;1553,55;RS;M;41
16;10357;MG;M;48
12;1553,55;MG;F;35
8;1035,7;ES;M;18
4;408,0658;RS;F;43
12;1864,26;DF;F;37
12;8285,6;RJ;F;48
12;3107,1;PR;M;41
16;2382,11;RJ;M;26
9;1242,84;RS;F;44
6;1553,55;PE;M;39
9;1056,414;SP;M;33
7;621,42;MG;M;28
12;932,13;MG;F;42
1;362,495;BA;M;71
3;621,42;PR;M;60
10;2433,895;SP;M;26
9;1242,84;GO;M;58
1;828,56;PA;M;56
17;816,1316;RS;F;24
12;1035,7;PE;M;40
8;1242,84;MS;M;30
9;1657,12;PA;M;76
12;1553,55;RS;F;58
10;1864,26;RS;M;33
1;621,42;SP;M;63
10;2319,968;MG;M;39
16;20714;DF;F;32
12;310,71;MG;F;56
16;3935,66;SP;M;27
1;1035,7;MS;M;53
8;859,631;PA;F;47
11;2071,4;SP;M;32
16;1553,55;MG;M;43
12;2071,4;PE;M;42
9;517,85;RS;M;58
2;1553,55;DF;M;60
12;8285,6;RS;M;27
9;1066,771;RS;F;30
9;816,1316;CE;M;35
2;217,497;MG;F;43
4;2382,11;MG;M;40
9;2278,54;SP;M;56
9;816,1316;MA;M;46
5;828,56;RO;F;32
16;8285,6;TO;F;36
4;1242,84;RS;M;44
5;1035,7;RS;M;56
12;2449,4305;RJ;F;51
12;1632,2632;PE;M;35
6;1377,481;RS;M;44
14;816,1316;RN;M;33
12;1553,55;PA;M;60
12;3107,1;SC;M;47
9;310,71;AP;F;68
9;1242,84;RJ;F;34
5;2899,96;RJ;M;51
4;683,562;CE;M;38
16;2589,25;AL;M;52
12;932,13;BA;F;31
5;1035,7;SP;F;61
10;165,712;RO;M;46
12;1553,55;SC;M;39
12;4660,65;SP;M;43
12;2071,4;BA;M;45
5;51,785;AL;M;65
6;414,28;PR;M;59
12;517,85;PE;M;27
12;4142,8;RJ;M;43
9;1553,55;MT;M;25
12;1139,27;SP;M;33
5;186,426;PE;M;59
6;6214,2;GO;M;52
9;828,56;AP;M;63
9;517,85;AC;F;52
16;3107,1;ES;F;27
12;4142,8;GO;M;41
16;4142,8;BA;F;37
16;9321,3;DF;F;38
12;1346,41;ES;M;43
1;621,42;GO;M;47
12;2071,4;ES;M;40
12;1553,55;AC;F;54
1;1139,27;RS;M;49
5;414,28;CE;M;38
16;4142,8;RJ;M;77
12;932,13;PE;F;25
10;2278,54;GO;M;26
14;894,8448;BA;F;45
8;816,1316;RO;F;39
12;921,773;RS;F;29
1;1180,698;SE;M;35
16;15535,5;SP;M;53
16;14499,8;PR;M;55
10;1553,55;SP;M;44
1;1242,84;SC;M;54
14;2589,25;SP;M;37
16;15535,5;TO;M;42
16;1242,84;RO;F;38
11;816,1316;RN;F;38
5;1553,55;DF;M;34
13;932,13;GO;M;22
8;1967,83;SP;M;60
2;1553,55;PA;M;37
1;816,1316;ES;F;58
12;4039,23;PA;M;44
9;1035,7;RS;M;18
8;1273,911;AP;M;39
12;880,345;SP;F;24
12;1553,55;PR;M;47
16;2899,96;CE;F;43
12;2589,25;MA;M;32
3;207,14;AP;M;49
16;16571,2;DF;F;46
9;621,42;SE;M;25
5;1220,0546;MG;M;39
5;1434,4445;RS;M;59
12;1553,55;PE;M;43
11;207,14;SP;M;25
1;207,14;AC;M;30
12;724,99;SC;M;53
16;3107,1;PE;M;27
6;828,56;RJ;M;33
9;3107,1;GO;M;50
16;2071,4;PR;M;33
8;4764,22;SC;M;54
1;517,85;PA;M;66
6;621,42;GO;M;86
4;1035,7;ES;M;50
12;621,42;MA;M;24
9;816,1316;DF;M;34
4;517,85;MG;M;58
8;517,85;BA;M;40
2;414,28;PA;M;49
16;2071,4;SP;M;30
5;103,57;SE;M;34
12;864,8095;AC;M;38
9;828,56;SP;M;65
3;2589,25;MG;F;51
8;816,1316;AP;F;31
9;1035,7;DF;F;28
12;2071,4;AP;M;21
1;1346,41;GO;M;66
9;828,56;MG;F;50
12;1035,7;PE;M;49
5;1139,27;AL;M;61
5;408,0658;CE;F;30
12;2071,4;MT;M;42
16;3314,24;PA;M;31
12;1760,69;PR;M;30
1;72,499;PE;M;58
16;2174,97;ES;M;25
4;817,1673;MT;M;67
5;2071,4;BA;M;48
11;414,28;RJ;F;35
5;207,14;PI;F;53
16;3935,66;MT;F;34
16;1553,55;DF;M;37
1;816,1316;MG;F;44
5;310,71;AL;M;46
9;1139,27;RJ;M;50
12;828,56;MG;F;24
12;2071,4;RJ;M;26
12;1657,12;DF;F;21
9;1346,41;RS;M;48
9;3107,1;MS;M;31
16;10357;ES;M;62
16;7249,9;RN;M;59
16;1035,7;RS;F;51
16;2174,97;BA;F;50
5;1967,83;MG;M;64
7;207,14;PE;M;44
12;2071,4;SP;M;32
12;828,56;MA;M;21
11;1657,12;RJ;M;37
12;1242,84;MG;F;30
11;1226,2688;TO;M;46
8;1242,84;GO;M;38
12;155,355;CE;F;71
7;1242,84;AP;M;21
5;828,56;AP;M;62
12;1242,84;SP;M;33
3;816,1316;PI;M;48
12;2071,4;SC;M;32
12;4142,8;RN;M;58
12;2071,4;PA;M;60
5;994,272;DF;F;71
12;816,1316;MA;M;33
1;497,136;PB;M;40
6;3107,1;PR;M;40
6;2174,97;RS;M;52
3;816,1316;RJ;M;65
8;816,1316;ES;F;44
12;1864,26;RR;M;53
6;310,71;MG;M;55
12;1035,7;PR;F;38
1;310,71;MA;M;66
5;1035,7;MG;M;35
12;3107,1;SC;M;55
12;1242,84;GO;M;48
8;1657,12;SP;M;25
10;819,2387;PI;F;48
15;1449,98;SP;M;42
12;863,7738;AP;F;40
12;1657,12;SC;F;45
12;1553,55;MG;F;35
12;4142,8;SP;M;35
11;4142,8;MG;M;28
12;745,704;PB;M;35
12;2174,97;RJ;M;27
1;1035,7;PB;M;73
12;1657,12;SE;M;47
15;1657,12;SP;F;27
16;20714;PR;F;51
12;876,2022;MG;F;25
12;103,57;CE;M;32
12;816,1316;RS;F;32
12;2071,4;DF;F;58
12;1035,7;MS;F;22
12;828,56;DF;F;30
7;621,42;BA;M;40
4;155,355;PE;F;50
16;1242,84;SP;M;76
9;2071,4;SP;M;53
15;2589,25;PR;M;33
6;3107,1;MG;M;72
16;3624,95;MG;M;61
4;1242,84;RS;M;66
16;3107,1;SC;F;44
16;1553,55;MG;F;52
12;2278,54;MG;M;54
5;932,13;DF;F;33
12;1242,84;TO;M;52
5;517,85;PA;M;55
9;1035,7;PE;M;54
6;207,14;SE;F;53
16;816,1316;BA;M;47
16;10357;BA;F;40
12;352,138;CE;F;35
12;2382,11;GO;M;31
12;3314,24;SP;M;41
1;816,1316;PE;F;54
12;1066,771;PR;F;44
5;1139,27;RJ;M;58
11;1014,986;PR;M;32
1;1224,1974;GO;M;37
16;1864,26;MG;F;27
5;816,1316;TO;M;37
12;2692,82;MG;F;39
16;5178,5;RS;M;79
11;4142,8;RJ;M;62
9;828,56;RO;F;44
12;3107,1;SP;M;39
12;7249,9;DF;M;39
1;1035,7;DF;M;54
4;621,42;AP;M;35
12;2071,4;SC;F;36
16;3107,1;SP;M;51
12;2589,25;DF;M;48
12;3624,95;GO;M;53
6;466,065;MA;F;38
14;1864,26;PR;F;40
4;362,495;BA;F;57
12;1035,7;MG;M;33
12;816,1316;SE;M;27
8;1139,27;MA;M;37
9;983,915;RJ;F;36
1;816,1316;PE;F;60
12;2589,25;RS;M;33
7;3624,95;GO;M;50
16;10357;BA;M;55
9;1035,7;PR;F;51
1;1553,55;PA;M;55
10;621,42;BA;M;47
3;621,42;BA;M;50
12;1553,55;SP;M;43
16;4246,37;MG;F;33
9;414,28;PB;M;43
10;5178,5;RS;M;40
13;1398,195;RS;M;36
16;1221,0903;RJ;F;35
10;517,85;AP;M;23
1;310,71;BA;F;40
12;1449,98;PE;M;51
12;1553,55;SP;F;26
7;310,71;CE;F;35
12;2589,25;BA;M;29
10;828,56;TO;M;20
15;1449,98;SC;F;30
16;1139,27;TO;M;34
6;1346,41;GO;M;40
4;816,1316;PR;M;60
12;3107,1;MS;M;74
7;1657,12;MA;M;64
11;1242,84;PR;M;54
13;816,1316;CE;F;32
16;1760,69;RR;F;32
12;1035,7;PE;M;60
16;2589,25;RS;M;46
5;1035,7;SP;M;56
2;828,56;GO;M;50
11;4971,36;CE;M;48
9;932,13;GO;M;22
1;331,424;GO;F;60
16;3107,1;SP;M;28
16;1242,84;MG;F;31
8;828,56;RS;F;58
12;714,633;RS;F;27
3;756,061;SE;M;49
7;816,1316;MG;F;50
9;1553,55;MG;M;41
12;3107,1;CE;M;46
16;1346,41;AP;M;45
12;844,0955;AP;F;42
12;1553,55;SP;M;35
5;1242,84;SP;F;60
12;621,42;PB;F;43
12;1035,7;MG;F;31
1;20,714;PI;M;68
12;2589,25;MG;M;25
12;1632,2632;TO;M;39
9;1242,84;PE;M;44
12;869,988;PE;M;22
10;621,42;RJ;F;19
12;1035,7;RS;M;28
11;103,57;BA;F;57
9;816,1316;AP;M;50
12;1139,27;RJ;F;36
9;517,85;TO;M;55
8;816,1316;MG;F;33
4;1139,27;DF;F;51
16;5385,64;BA;F;69
13;816,1316;PE;M;45
1;816,1316;MG;F;45
5;816,1316;PA;M;54
15;4349,94;CE;M;30
14;2589,25;SP;M;61
16;6214,2;PB;M;32
1;82,856;AL;M;56
10;1242,84;RS;F;42
3;724,99;MG;M;54
16;816,1316;RJ;M;79
15;816,1316;BA;F;33
7;2444,252;GO;M;43
5;310,71;PE;F;48
12;828,56;RJ;F;24
12;2278,54;MG;F;47
16;6214,2;PR;F;34
16;1449,98;MG;F;50
16;2382,11;SE;M;31
12;2589,25;RS;F;44
9;1760,69;RS;M;58
5;1553,55;SP;M;64
16;1242,84;MS;M;45
1;807,846;PE;M;45
8;2071,4;SP;M;46
12;258,925;AP;F;48
9;816,1316;MS;F;38
5;2071,4;MS;M;56
5;207,14;RO;M;58
9;1449,98;RJ;M;59
16;2530,2151;AP;M;28
16;5696,35;PE;M;59
16;3314,24;SP;M;33
6;1139,27;PB;M;24
16;1035,7;RS;F;39
16;1760,69;MS;M;24
9;816,1316;MG;F;64
12;816,1316;CE;M;30
7;1242,84;SP;M;20
1;880,345;RO;M;69
16;7249,9;BA;M;44
6;1398,195;GO;M;31
8;1139,27;PE;M;57
5;1553,55;PA;M;39
16;1242,84;MA;F;42
10;1760,69;SP;M;48
14;1242,84;PE;F;35
9;816,1316;GO;M;40
12;816,1316;CE;M;47
13;3107,1;BA;M;34
12;1657,12;SP;M;41
16;1481,051;PE;F;48
16;816,1316;RJ;F;44
9;3624,95;RJ;M;57
10;816,1316;PE;M;61
12;2071,4;SP;M;38
1;816,1316;MT;M;40
7;816,1316;RS;F;45
12;816,1316;GO;F;37
8;12428,4;ES;M;43
16;5696,35;PR;M;43
5;1035,7;SP;M;40
8;816,1316;GO;F;49
1;621,42;BA;M;59
12;1242,84;SP;M;32
12;7767,75;RN;M;43
13;1242,84;MG;M;59
6;1242,84;RS;M;53
12;2071,4;PR;M;46
7;816,1316;MG;F;51
6;1553,55;RS;M;47
9;932,13;SP;F;58
5;803,7032;RS;F;58
8;2071,4;RS;M;40
12;816,1316;MG;F;46
5;1346,41;RS;M;33
16;4142,8;SP;F;32
11;816,1316;MG;M;29
9;1242,84;AC;M;27
12;1864,26;RS;M;25
9;828,56;MA;M;51
12;2071,4;SP;M;65
10;828,56;PI;M;41
9;2589,25;SP;F;51
12;414,28;AP;F;29
16;1657,12;PE;F;50
5;816,1316;PE;M;39
14;2071,4;DF;M;37
2;310,71;SP;M;57
5;331,424;BA;M;72
12;2485,68;SP;M;22
5;1139,27;SP;M;64
12;828,56;AP;F;31
14;993,2363;PI;M;35
1;321,067;BA;F;40
6;816,1316;GO;F;48
4;6214,2;MG;M;36
12;517,85;CE;F;37
16;2071,4;MT;M;44
12;816,1316;CE;M;33
9;207,14;CE;M;49
15;5696,35;RJ;M;27
11;932,13;GO;M;47
12;3107,1;CE;M;23
12;2071,4;ES;M;37
10;724,99;RJ;M;20
6;816,1316;RS;F;51
3;1242,84;RJ;F;64
12;1242,84;PA;M;44
12;2382,11;RJ;M;38
1;816,1316;GO;F;54
12;1191,055;PB;M;36
5;414,28;PB;M;51
9;2359,3246;MT;M;33
5;1242,84;MG;M;74
9;4660,65;RS;M;42
12;5178,5;TO;M;52
11;1113,3775;RJ;M;33
12;1553,55;PE;M;42
12;2071,4;DF;M;44
1;2071,4;RR;M;76
12;2071,4;RS;M;24
5;816,1316;MG;M;55
16;3107,1;PR;F;37
12;932,13;MG;F;49
9;1035,7;PA;M;51
5;103,57;PE;M;29
